UTC;Position;Altitude;Speed;Direction
2019-05-11T12:23:09Z;48.807037,0.735098;36000;439;285
2019-05-11T12:24:29Z;48.849243,0.498258;36000;439;284
2019-05-11T12:25:23Z;48.877289,0.338769;36000;439;284
2019-05-11T12:26:45Z;48.923328,0.097648;36000;431;296
2019-05-11T12:26:51Z;48.930084,0.080637;36000;428;301
2019-05-11T12:27:54Z;49.005539,-0.06946;36050;429;307
2019-05-11T12:29:00Z;49.087612,-0.229484;36525;435;308
2019-05-11T12:29:12Z;49.099274,-0.251911;36675;434;308
2019-05-11T12:30:44Z;49.21796,-0.479134;37000;433;308
2019-05-11T12:31:29Z;49.271255,-0.588825;37025;426;298
2019-05-11T12:31:35Z;49.275742,-0.604389;37025;427;293
2019-05-11T12:31:45Z;49.28183,-0.629835;37000;428;289
2019-05-11T12:32:05Z;49.29071,-0.693688;37000;433;278
2019-05-11T12:32:13Z;49.292721,-0.713967;36975;434;278
2019-05-11T12:33:21Z;49.312775,-0.918696;37000;434;278
2019-05-11T12:34:25Z;49.331268,-1.113088;37600;429;278
2019-05-11T12:35:28Z;49.349258,-1.304063;37825;435;278
2019-05-11T12:36:33Z;49.367477,-1.501183;38000;436;277
2019-05-11T12:37:36Z;49.384872,-1.69281;38000;425;277
2019-05-11T12:38:37Z;49.400803,-1.873592;38000;428;277
2019-05-11T12:39:36Z;49.416733,-2.0555;38000;427;277
2019-05-11T12:40:42Z;49.43367,-2.253209;38000;430;277
2019-05-11T12:41:41Z;49.448856,-2.433917;38000;431;277
2019-05-11T12:42:46Z;49.464638,-2.626326;38000;429;277
2019-05-11T12:43:47Z;49.479858,-2.81503;38000;423;276
2019-05-11T12:44:51Z;49.494507,-3.000279;38000;418;276
2019-05-11T12:45:52Z;49.508633,-3.184254;38000;416;276
2019-05-11T12:46:59Z;49.523388,-3.379484;38000;416;276
2019-05-11T12:48:02Z;49.545593,-3.557195;38000;414;285
2019-05-11T12:49:05Z;49.577866,-3.737954;38000;417;285
2019-05-11T12:50:06Z;49.609695,-3.91722;38000;417;285
2019-05-11T12:51:11Z;49.642097,-4.10228;38000;415;285
2019-05-11T12:52:16Z;49.673286,-4.28207;38000;411;284
2019-05-11T12:53:14Z;49.702423,-4.450113;38000;408;284
2019-05-11T12:54:19Z;49.732967,-4.627694;38000;407;284
2019-05-11T12:55:21Z;49.76313,-4.805182;38000;406;284
2019-05-11T12:56:23Z;49.792461,-4.979553;38000;401;284
2019-05-11T12:57:32Z;49.824814,-5.173967;38000;400;284
2019-05-11T12:58:35Z;49.852932,-5.344923;38000;396;284
2019-05-11T12:59:40Z;49.882095,-5.523521;38000;397;284
2019-05-11T13:00:44Z;49.910099,-5.697079;38000;394;283
2019-05-11T13:01:49Z;49.938583,-5.875589;38000;392;283
2019-05-11T13:02:49Z;49.964584,-6.039734;38000;399;283
2019-05-11T13:03:51Z;49.991982,-6.215144;38000;398;283
2019-05-11T13:04:53Z;50.018845,-6.388253;38000;397;283
2019-05-11T13:05:58Z;50.046448,-6.568859;38000;396;283
2019-05-11T13:07:02Z;50.072937,-6.743675;38000;399;283
2019-05-11T13:08:05Z;50.099613,-6.922277;38000;402;283
2019-05-11T13:09:08Z;50.125671,-7.098686;38000;399;282
2019-05-11T13:10:10Z;50.150574,-7.269118;38000;388;282
2019-05-11T13:11:19Z;50.178131,-7.459428;38000;385;282
2019-05-11T13:12:23Z;50.20285,-7.632246;38000;387;282
2019-05-11T13:13:26Z;50.227211,-7.804598;38000;385;282
2019-05-11T13:14:29Z;50.251144,-7.975785;38000;384;282
2019-05-11T13:15:29Z;50.273529,-8.138556;38000;384;282
2019-05-11T13:16:33Z;50.297058,-8.311519;38300;387;281
2019-05-11T13:17:36Z;50.320267,-8.483685;38750;387;281
2019-05-11T13:18:36Z;50.342243,-8.648318;39000;385;281
2019-05-11T13:19:40Z;50.36499,-8.821082;39000;386;281
2019-05-11T13:20:44Z;50.387878,-8.996284;39000;387;281
2019-05-11T13:21:43Z;50.409119,-9.161947;39000;388;281
2019-05-11T13:22:46Z;50.431248,-9.336523;39000;390;281
2019-05-11T13:23:51Z;50.453407,-9.513046;39000;392;281
2019-05-11T13:24:51Z;50.474262,-9.681925;39000;392;280
2019-05-11T13:25:54Z;50.495865,-9.858711;39000;394;280
2019-05-11T13:26:57Z;50.517242,-10.0363;39000;394;280
2019-05-11T13:28:01Z;50.53846,-10.214613;39000;396;280
2019-05-11T13:29:00Z;50.558571,-10.385866;39000;398;280
2019-05-11T13:30:03Z;50.579269,-10.565162;39000;399;280
2019-05-11T13:31:07Z;50.59996,-10.746509;39000;399;279
2019-05-11T13:32:07Z;50.619324,-10.919182;39000;399;279
2019-05-11T13:33:11Z;50.639431,-11.100125;39000;399;279
2019-05-11T13:34:15Z;50.659168,-11.281178;39000;398;279
2019-05-11T13:35:17Z;50.678513,-11.460745;39000;397;279
2019-05-11T13:36:18Z;50.696777,-11.633705;39000;398;279
2019-05-11T13:37:21Z;50.715775,-11.815573;39000;399;279
2019-05-11T13:38:21Z;50.733444,-11.987123;39000;397;278
2019-05-11T13:39:25Z;50.751892,-12.169734;39000;395;278
2019-05-11T13:40:25Z;50.769012,-12.341804;39000;397;278
2019-05-11T13:41:28Z;50.786816,-12.523575;39000;400;278
2019-05-11T13:42:16Z;50.799911,-12.659071;39000;401;278
2019-05-11T13:43:49Z;50.825089,-12.924821;39000;402;278
2019-05-11T13:44:03Z;50.829365,-12.970428;39000;401;278
2019-05-11T13:46:39Z;50.870331,-13.419876;39000;399;277
2019-05-11T13:47:45Z;50.887089,-13.609619;39000;402;277
2019-05-11T13:48:45Z;50.902496,-13.7871;39000;399;277
2019-05-11T13:49:47Z;50.917488,-13.963013;39000;399;277
2019-05-11T13:50:46Z;50.932152,-14.13887;39000;398;277
2019-05-11T13:51:53Z;50.947559,-14.326935;39000;393;277
2019-05-11T13:52:59Z;50.962597,-14.513931;39000;390;277
2019-05-11T13:53:58Z;50.976051,-14.685059;39000;387;276
2019-05-11T13:55:04Z;50.990158,-14.86762;39000;386;276
2019-05-11T13:56:05Z;51.001003,-15.039673;39000;387;271
2019-05-11T13:57:02Z;51.009659,-15.198843;39000;383;280
2019-05-11T13:57:42Z;51.021835,-15.30878;39000;382;277
2019-05-11T14:26:03Z;51.009239,-20.007496;39000;415;255
2019-05-11T15:09:18Z;52.591682,-27.35441;39000;430;205
2019-05-11T15:10:18Z;52.62059,-27.528597;39000;430;287
2019-05-11T15:11:17Z;52.66069,-27.722982;39000;430;293
2019-05-11T15:12:18Z;52.690285,-27.913755;39000;430;278
2019-05-11T15:13:20Z;52.721046,-28.092939;39000;430;291
2019-05-11T15:14:19Z;52.759613,-28.286127;39000;430;291
2019-05-11T15:15:21Z;52.789558,-28.48011;39000;440;279
2019-05-11T15:16:22Z;52.819347,-28.680632;39000;440;285
2019-05-11T15:17:23Z;52.85043,-28.891455;39000;440;285
2019-05-11T15:18:23Z;52.882778,-29.094637;39000;440;287
2019-05-11T15:19:27Z;52.91621,-29.308386;39000;450;285
2019-05-11T15:20:28Z;52.949398,-29.507236;39000;460;287
2019-05-11T15:21:26Z;52.973892,-29.706614;39000;460;278
2019-05-11T15:23:26Z;53.042046,-30.201635;39000;460;277
2019-05-11T15:24:28Z;53.053303,-30.384815;39000;460;271
2019-05-11T15:26:30Z;53.056377,-30.870611;39000;470;271
2019-05-11T15:27:31Z;53.059059,-31.037664;39000;470;279
2019-05-11T15:28:33Z;53.058933,-31.232843;39000;470;271
2019-05-11T15:29:35Z;53.065521,-31.432007;39000;470;278
2019-05-11T15:30:37Z;53.069103,-31.639812;39000;470;271
2019-05-11T15:31:36Z;53.078407,-31.856117;39000;460;277
2019-05-11T15:32:36Z;53.084122,-32.079838;39000;460;271
2019-05-11T15:34:07Z;53.097023,-32.462364;39000;460;278
2019-05-11T15:35:09Z;53.102051,-32.7006;39000;470;271
2019-05-11T15:36:11Z;53.104507,-32.936043;39000;470;271
2019-05-11T15:37:08Z;53.112919,-33.164566;39000;470;278
2019-05-11T15:38:19Z;53.118496,-33.400723;39000;470;271
2019-05-11T15:39:18Z;53.120762,-33.617077;39000;470;271
2019-05-11T15:40:23Z;53.11343,-33.82935;39000;470;263
2019-05-11T15:41:21Z;53.115414,-34.034718;39000;470;277
2019-05-11T15:42:21Z;53.116726,-34.258713;39000;470;271
2019-05-11T15:43:22Z;53.117401,-34.484337;39000;470;271
2019-05-11T15:44:23Z;53.117687,-34.709782;39000;470;271
2019-05-11T15:45:22Z;53.117664,-34.923992;39000;470;271
2019-05-11T15:46:26Z;53.117519,-35.157185;39000;470;271
2019-05-11T15:47:27Z;53.117306,-35.368656;39000;470;271
2019-05-11T15:48:28Z;53.117107,-35.590027;39000;470;271
2019-05-11T15:49:30Z;53.116936,-35.808422;39000;470;271
2019-05-11T15:50:29Z;53.11681,-36.015495;39000;470;271
2019-05-11T15:51:30Z;53.108757,-36.249916;39000;470;264
2019-05-11T15:52:30Z;53.103355,-36.472698;39000;480;271
2019-05-11T15:53:30Z;53.100018,-36.694057;39000;480;271
2019-05-11T15:54:33Z;53.098145,-36.929512;39000;480;271
2019-05-11T15:55:34Z;53.097519,-37.14716;39000;480;271
2019-05-11T15:56:35Z;53.097473,-37.382137;39000;480;271
2019-05-11T15:57:34Z;53.097855,-37.601044;39000;480;271
2019-05-11T15:58:36Z;53.090397,-37.820183;39000;480;263
2019-05-11T15:59:36Z;53.085644,-38.037788;39000;480;271
2019-05-11T16:00:41Z;53.082611,-38.260159;39000;480;271
2019-05-11T16:02:06Z;53.062916,-38.651634;39000;480;263
2019-05-11T16:03:09Z;53.052406,-38.938313;39000;480;271
2019-05-11T16:04:09Z;53.046947,-39.17651;39000;480;271
2019-05-11T16:05:10Z;53.036369,-39.411579;39000;480;263
2019-05-11T16:06:18Z;53.030075,-39.658878;39000;480;271
2019-05-11T16:07:16Z;53.027954,-39.853317;39000;480;271
2019-05-11T16:08:19Z;53.019363,-40.078583;39000;480;264
2019-05-11T16:09:17Z;53.00695,-40.288612;39000;480;263
2019-05-11T16:10:19Z;52.991318,-40.514454;39000;480;264
2019-05-11T16:11:22Z;52.981682,-40.740017;39000;480;271
2019-05-11T16:12:23Z;52.961388,-40.962669;39000;480;257
2019-05-11T16:13:27Z;52.941067,-41.177109;39000;480;263
2019-05-11T16:14:24Z;52.929306,-41.389256;39000;480;271
2019-05-11T16:15:25Z;52.915817,-41.61047;39000;480;264
2019-05-11T16:16:28Z;52.900715,-41.834171;39000;480;263
2019-05-11T16:17:24Z;52.885548,-42.050831;39000;480;264
2019-05-11T16:18:28Z;52.868454,-42.283089;39000;480;263
2019-05-11T16:19:27Z;52.851551,-42.512123;39000;480;264
2019-05-11T16:20:33Z;52.833851,-42.745186;39000;490;263
2019-05-11T16:21:38Z;52.816837,-42.964828;39000;490;263
2019-05-11T16:22:29Z;52.793747,-43.170227;39000;490;257
2019-05-11T16:23:32Z;52.770916,-43.397766;39000;490;263
2019-05-11T16:24:30Z;52.758595,-43.607147;39000;490;271
2019-05-11T16:25:32Z;52.745255,-43.820774;39000;490;263
2019-05-11T16:26:33Z;52.723244,-44.050831;39000;490;258
2019-05-11T16:27:31Z;52.703297,-44.27874;39000;490;264
2019-05-11T16:28:33Z;52.68343,-44.508251;39400;490;263
2019-05-11T16:29:34Z;52.657501,-44.742401;39900;490;258
2019-05-11T16:30:36Z;52.635235,-44.949966;40000;490;262
2019-05-11T16:31:36Z;52.615494,-45.157627;40000;490;263
2019-05-11T16:33:08Z;52.573971,-45.553398;40000;490;263
2019-05-11T16:34:09Z;52.550579,-45.798313;40000;490;263
2019-05-11T16:35:10Z;52.529297,-46.049911;40000;490;264
2019-05-11T16:36:10Z;52.495808,-46.279102;40000;490;250
2019-05-11T16:37:17Z;52.467495,-46.508556;40000;490;263
2019-05-11T16:38:24Z;52.444416,-46.729687;40000;490;263
2019-05-11T16:39:21Z;52.427284,-46.916328;40000;480;263
2019-05-11T16:40:21Z;52.402493,-47.12413;40000;480;256
2019-05-11T16:41:24Z;52.372452,-47.342258;40000;480;256
2019-05-11T16:42:22Z;52.348286,-47.546825;40000;480;263
2019-05-11T16:43:33Z;52.317867,-47.780212;40000;480;257
2019-05-11T16:44:24Z;52.290932,-47.957146;40000;480;255
2019-05-11T16:45:25Z;52.264931,-48.175316;40000;480;263
2019-05-11T16:46:25Z;52.236252,-48.390335;40000;480;256
2019-05-11T16:47:27Z;52.203972,-48.575329;40000;480;248
2019-05-11T16:48:28Z;52.17897,-48.805046;40000;480;265
2019-05-11T16:50:26Z;52.12067,-49.192337;40000;480;253
2019-05-11T16:51:30Z;52.087326,-49.392059;40000;480;255
2019-05-11T16:52:34Z;52.053997,-49.589615;40000;480;255
2019-05-11T16:53:31Z;52.020798,-49.784054;40000;480;255
2019-05-11T16:54:33Z;51.986416,-49.984467;40000;470;255
2019-05-11T16:55:36Z;51.93626,-50.186245;40000;480;242
2019-05-11T16:56:06Z;51.883667,-50.480247;40000;472;248
2019-05-11T16:57:39Z;51.809006,-50.783409;40000;473;248
2019-05-11T16:58:41Z;51.757896,-50.988617;40000;469;248
2019-05-11T16:59:45Z;51.706131,-51.194305;40000;468;247
2019-05-11T17:00:47Z;51.656433,-51.389885;40000;467;247
2019-05-11T17:01:46Z;51.606136,-51.586304;40000;469;247
2019-05-11T17:02:51Z;51.552063,-51.795563;40000;469;247
2019-05-11T17:03:53Z;51.501068,-51.991016;40000;470;247
2019-05-11T17:04:59Z;51.446182,-52.199608;40000;469;247
2019-05-11T17:05:21Z;51.426163,-52.275162;40000;470;246
2019-05-11T17:07:12Z;51.321751,-52.618896;40000;470;249
2019-05-11T17:08:14Z;51.274178,-52.761547;40000;470;245
2019-05-11T17:09:22Z;51.221283,-53.035088;40000;461;246
2019-05-11T17:10:25Z;51.167007,-53.232269;40000;460;246
2019-05-11T17:11:24Z;51.111935,-53.415756;40000;462;244
2019-05-11T17:12:28Z;51.052212,-53.612442;40000;466;244
2019-05-11T17:13:31Z;50.995789,-53.797073;40000;460;244
2019-05-11T17:14:34Z;50.93462,-53.995743;40000;456;244
2019-05-11T17:15:38Z;50.875854,-54.185089;40000;460;243
2019-05-11T17:16:41Z;50.81847,-54.368668;40000;456;243
2019-05-11T17:17:43Z;50.759396,-54.556427;40000;454;243
2019-05-11T17:18:44Z;50.702278,-54.736557;40000;458;243
2019-05-11T17:19:47Z;50.641891,-54.925495;40000;462;243
2019-05-11T17:20:49Z;50.580688,-55.115589;40000;463;243
2019-05-11T17:21:51Z;50.521912,-55.296646;40000;461;242
2019-05-11T17:22:54Z;50.459885,-55.486088;40000;461;242
2019-05-11T17:23:59Z;50.39801,-55.673885;40000;461;242
2019-05-11T17:24:56Z;50.339169,-55.851227;40000;457;242
2019-05-11T17:26:00Z;50.277348,-56.036213;40000;454;242
2019-05-11T17:27:03Z;50.218319,-56.211994;40000;451;242
2019-05-11T17:28:05Z;50.156639,-56.393639;40000;447;242
2019-05-11T17:29:06Z;50.098263,-56.564819;40000;443;242
2019-05-11T17:30:09Z;50.037369,-56.741928;40000;442;241
2019-05-11T17:31:12Z;49.97612,-56.919083;40000;442;241
2019-05-11T17:32:12Z;49.91716,-57.088287;40000;443;241
2019-05-11T17:33:15Z;49.85495,-57.265442;40000;446;241
2019-05-11T17:34:15Z;49.7948,-57.435871;40000;448;241
2019-05-11T17:35:19Z;49.731628,-57.613243;40000;448;241
2019-05-11T17:36:20Z;49.670792,-57.783245;40000;448;241
2019-05-11T17:37:23Z;49.607529,-57.958881;40000;444;240
2019-05-11T17:37:39Z;49.592564,-58.000168;40000;442;240
2019-05-11T17:38:59Z;49.48938,-58.21891;40000;440;237
2019-05-11T17:40:00Z;49.445679,-58.346821;40000;440;253
2019-05-11T17:41:30Z;49.366974,-58.615791;40000;425;240
2019-05-11T17:42:28Z;49.307968,-58.77425;40000;428;240
2019-05-11T17:43:31Z;49.245621,-58.941086;40000;430;240
2019-05-11T17:43:57Z;49.220215,-59.008553;40000;430;240
2019-05-11T17:45:23Z;49.134724,-59.234814;40000;434;240
2019-05-11T17:46:26Z;49.069645,-59.405605;40000;438;239
2019-05-11T17:47:30Z;49.007767,-59.566887;40000;437;239
2019-05-11T17:48:32Z;48.943115,-59.734474;40000;437;239
2019-05-11T17:49:35Z;48.878548,-59.90086;40000;433;239
2019-05-11T17:50:34Z;48.817329,-60.057415;40000;432;239
2019-05-11T17:51:36Z;48.755402,-60.21508;40000;425;239
2019-05-11T17:52:41Z;48.69178,-60.37616;40000;422;239
2019-05-11T17:53:41Z;48.631165,-60.528469;40000;422;239
2019-05-11T17:54:43Z;48.567066,-60.688549;40000;420;238
2019-05-11T17:55:46Z;48.503708,-60.846188;40000;418;238
2019-05-11T17:56:49Z;48.439407,-61.005039;40000;420;238
2019-05-11T17:57:53Z;48.374908,-61.163425;40000;420;238
2019-05-11T17:58:58Z;48.310703,-61.320118;40000;417;238
2019-05-11T17:59:57Z;48.249023,-61.469986;40000;418;238
2019-05-11T18:00:57Z;48.190456,-61.611401;40000;418;238
2019-05-11T18:02:25Z;48.098377,-61.83218;40000;419;238
2019-05-11T18:02:43Z;48.079849,-61.876408;40000;419;238
2019-05-11T18:04:31Z;47.982025,-62.098022;40000;420;248
2019-05-11T18:05:33Z;47.901993,-62.297012;40000;425;237
2019-05-11T18:06:35Z;47.838776,-62.445122;40000;422;237
2019-05-11T18:07:38Z;47.771988,-62.600716;40000;422;237
2019-05-11T18:08:39Z;47.708176,-62.748413;40000;425;237
2019-05-11T18:09:40Z;47.640106,-62.905243;40000;428;237
2019-05-11T18:10:43Z;47.574921,-63.052048;40000;427;234
2019-05-11T18:11:44Z;47.502693,-63.202305;40000;423;234
2019-05-11T18:12:49Z;47.430866,-63.351463;40000;421;234
2019-05-11T18:13:52Z;47.359039,-63.499741;40000;422;234
2019-05-11T18:14:52Z;47.289997,-63.641617;40000;420;234
2019-05-11T18:15:57Z;47.217888,-63.788876;40000;419;234
2019-05-11T18:16:59Z;47.14595,-63.935143;40000;421;234
2019-05-11T18:18:01Z;47.076828,-64.075081;40000;423;234
2019-05-11T18:19:02Z;47.006168,-64.21685;40000;424;233
2019-05-11T18:20:04Z;46.933128,-64.363121;40000;424;233
2019-05-11T18:21:05Z;46.862556,-64.503548;40000;427;233
2019-05-11T18:22:10Z;46.787701,-64.651863;40000;431;233
2019-05-11T18:23:12Z;46.712357,-64.800179;40000;433;233
2019-05-11T18:24:14Z;46.637802,-64.946228;40000;433;233
2019-05-11T18:25:17Z;46.560616,-65.096603;40000;433;233
2019-05-11T18:26:19Z;46.488647,-65.236198;40000;433;233
2019-05-11T18:26:55Z;46.445259,-65.320038;40000;432;233
2019-05-11T18:27:47Z;46.382694,-65.440544;40000;430;233
2019-05-11T18:29:21Z;46.269012,-65.657784;40000;432;232
2019-05-11T18:30:22Z;46.195724,-65.797256;40000;433;232
2019-05-11T18:31:25Z;46.118271,-65.943291;40000;430;232
2019-05-11T18:32:29Z;46.042538,-66.085716;40000;422;232
2019-05-11T18:33:31Z;45.970276,-66.221161;40000;419;232
2019-05-11T18:34:38Z;45.888245,-66.373833;40000;418;232
2019-05-11T18:35:39Z;45.817108,-66.505737;40000;419;232
2019-05-11T18:36:44Z;45.741951,-66.644096;40000;416;232
2019-05-11T18:37:45Z;45.669617,-66.776848;40000;416;232
2019-05-11T18:38:47Z;45.594498,-66.91404;40000;418;231
2019-05-11T18:39:49Z;45.521759,-67.046227;40000;418;231
2019-05-11T18:40:51Z;45.446671,-67.181999;40000;415;231
2019-05-11T18:41:54Z;45.371441,-67.317451;40000;412;231
2019-05-11T18:42:55Z;45.299561,-67.446373;40000;414;231
2019-05-11T18:43:55Z;45.226685,-67.576317;40000;417;231
2019-05-11T18:44:59Z;45.149918,-67.712471;40000;419;231
2019-05-11T18:46:00Z;45.076675,-67.84182;40000;419;231
2019-05-11T18:47:04Z;44.999725,-67.977249;40000;416;231
2019-05-11T18:48:06Z;44.925888,-68.106194;40000;412;231
2019-05-11T18:49:06Z;44.853378,-68.23275;40000;411;231
2019-05-11T18:50:17Z;44.759857,-68.375572;40000;420;224
2019-05-11T18:51:24Z;44.668919,-68.499756;40000;417;224
2019-05-11T18:52:27Z;44.578903,-68.622177;40000;417;224
2019-05-11T18:53:31Z;44.490997,-68.740921;40000;414;223
2019-05-11T18:54:34Z;44.406097,-68.855179;40000;407;223
2019-05-11T18:55:36Z;44.321732,-68.968307;40000;401;223
2019-05-11T18:56:37Z;44.239792,-69.077911;40000;395;223
2019-05-11T18:57:40Z;44.159042,-69.185318;40000;388;223
