UTC;Position;Altitude;Speed;Direction
2019-05-11T08:02:14Z;44.661659,11.308817;9000;255;252
2019-05-11T08:02:23Z;44.658371,11.293553;9250;268;253
2019-05-11T08:02:29Z;44.656403,11.284071;9450;273;254
2019-05-11T08:02:40Z;44.652191,11.263341;9975;279;254
2019-05-11T08:02:54Z;44.647881,11.24243;10500;285;253
2019-05-11T08:03:05Z;44.643219,11.220245;10800;299;253
2019-05-11T08:03:18Z;44.638138,11.196442;11175;312;253
2019-05-11T08:03:29Z;44.633263,11.173632;11725;317;253
2019-05-11T08:03:42Z;44.628525,11.15132;12375;315;253
2019-05-11T08:03:53Z;44.62521,11.125064;13100;316;264
2019-05-11T08:04:18Z;44.632782,11.075984;14125;327;289
2019-05-11T08:04:57Z;44.653061,10.998949;15850;337;297
2019-05-11T08:05:03Z;44.658279,10.987571;16175;338;304
2019-05-11T08:05:12Z;44.666473,10.973184;16600;338;309
2019-05-11T08:05:20Z;44.675812,10.956639;17050;338;307
2019-05-11T08:05:53Z;44.706257,10.897432;18250;350;305
2019-05-11T08:06:55Z;44.766403,10.777588;20750;360;304
2019-05-11T08:07:10Z;44.781143,10.74816;21450;359;305
2019-05-11T08:08:41Z;44.867523,10.574733;24850;364;304
2019-05-11T08:09:47Z;44.928314,10.452314;27150;362;304
2019-05-11T08:10:59Z;44.998764,10.309426;29050;373;304
2019-05-11T08:12:02Z;45.060425,10.178964;30425;382;298
2019-05-11T08:13:03Z;45.107025,10.040588;33100;354;295
2019-05-11T08:14:06Z;45.149551,9.910845;34250;362;294
2019-05-11T08:15:08Z;45.195099,9.771815;35300;370;294
2019-05-11T08:16:12Z;45.24128,9.632196;36525;369;295
2019-05-11T08:17:14Z;45.284912,9.499381;37325;373;294
2019-05-11T08:17:45Z;45.312271,9.428615;37650;380;304
2019-05-11T08:17:54Z;45.319256,9.415417;37700;382;307
2019-05-11T08:18:01Z;45.328812,9.398412;37825;382;308
2019-05-11T08:19:09Z;45.40274,9.265856;38000;395;308
2019-05-11T08:20:12Z;45.474739,9.136472;38000;402;308
2019-05-11T08:21:13Z;45.547268,9.005219;38000;404;308
2019-05-11T08:22:15Z;45.618942,8.875278;38000;406;308
2019-05-11T08:23:20Z;45.693924,8.738284;38000;410;307
2019-05-11T08:24:22Z;45.76667,8.605042;38000;409;307
2019-05-11T08:25:26Z;45.839996,8.468851;37975;409;305
2019-05-11T08:26:28Z;45.906464,8.326195;37975;412;303
2019-05-11T08:27:28Z;45.9688,8.191269;38025;412;303
2019-05-11T08:28:32Z;46.036469,8.044404;37975;413;303
2019-05-11T08:29:36Z;46.102844,7.899505;37950;415;303
2019-05-11T08:30:38Z;46.168835,7.754082;38000;416;303
2019-05-11T08:31:42Z;46.235172,7.608376;38025;414;303
2019-05-11T08:32:14Z;46.268738,7.53354;38000;414;302
2019-05-11T08:33:47Z;46.365704,7.317856;37975;416;302
2019-05-11T08:34:46Z;46.429047,7.176417;37975;418;302
2019-05-11T08:35:54Z;46.498379,7.020126;38000;422;302
2019-05-11T08:37:00Z;46.562393,6.856741;38025;421;293
2019-05-11T08:38:00Z;46.600433,6.698311;38025;418;288
2019-05-11T08:39:01Z;46.638172,6.531441;38000;417;287
2019-05-11T08:40:05Z;46.675461,6.364299;37975;414;287
2019-05-11T08:41:09Z;46.713593,6.193074;37975;411;287
2019-05-11T08:41:51Z;46.736984,6.086627;37950;412;287
2019-05-11T08:43:20Z;46.790085,5.847473;38000;414;290
2019-05-11T08:43:39Z;46.804829,5.801262;38000;416;297
2019-05-11T08:43:45Z;46.81073,5.786378;38000;416;300
2019-05-11T08:43:52Z;46.817001,5.772243;38000;417;303
2019-05-11T08:44:00Z;46.827454,5.751549;38000;419;307
2019-05-11T08:44:06Z;46.834717,5.738682;37975;420;310
2019-05-11T08:44:12Z;46.842445,5.726349;38000;421;312
2019-05-11T08:44:20Z;46.854218,5.709273;38000;422;316
2019-05-11T08:44:26Z;46.862881,5.698196;38000;423;319
2019-05-11T08:44:33Z;46.872803,5.686592;38000;424;322
2019-05-11T08:44:39Z;46.883011,5.67588;38000;426;324
2019-05-11T08:44:45Z;46.892815,5.666621;38000;428;327
2019-05-11T08:44:51Z;46.903381,5.657607;38000;429;330
2019-05-11T08:45:00Z;46.91922,5.644775;38000;429;331
2019-05-11T08:46:04Z;47.029358,5.555786;38000;432;331
2019-05-11T08:47:06Z;47.138657,5.467389;38000;431;331
2019-05-11T08:48:04Z;47.240002,5.385202;37975;431;331
2019-05-11T08:49:09Z;47.348419,5.296783;37000;401;331
2019-05-11T08:50:12Z;47.449036,5.214523;35200;398;331
2019-05-11T08:51:25Z;47.57016,5.1129;33350;419;328
2019-05-11T08:52:26Z;47.663345,5.00561;30225;419;319
2019-05-11T08:53:31Z;47.758591,4.885818;28850;419;319
2019-05-11T08:54:32Z;47.846558,4.773628;26600;405;319
2019-05-11T08:55:37Z;47.935135,4.66095;24225;380;319
2019-05-11T08:56:51Z;48.031998,4.536942;22325;363;319
2019-05-11T08:57:52Z;48.108627,4.438271;20875;357;319
2019-05-11T08:58:56Z;48.188316,4.334901;19350;349;319
2019-05-11T08:59:59Z;48.261822,4.238049;17950;333;314
2019-05-11T09:00:15Z;48.278023,4.209715;17550;331;309
2019-05-11T09:00:24Z;48.286541,4.194248;17350;328;309
2019-05-11T09:01:00Z;48.321083,4.131654;16600;311;309
2019-05-11T09:01:31Z;48.347851,4.082939;16000;299;309
2019-05-11T09:02:04Z;48.376202,4.030971;15375;287;309
2019-05-11T09:02:42Z;48.407764,3.973365;14725;277;309
2019-05-11T09:03:16Z;48.435196,3.922823;14150;277;309
2019-05-11T09:03:47Z;48.460648,3.876061;13625;271;309
2019-05-11T09:04:21Z;48.486694,3.828242;13075;268;309
2019-05-11T09:04:46Z;48.506104,3.792325;12675;266;309
2019-05-11T09:05:46Z;48.551743,3.702533;11700;265;302
2019-05-11T09:05:57Z;48.559113,3.685068;11525;266;302
2019-05-11T09:06:10Z;48.567204,3.666109;11350;266;302
2019-05-11T09:06:21Z;48.575493,3.646955;11150;266;302
2019-05-11T09:06:35Z;48.583832,3.627671;10950;265;303
2019-05-11T09:06:46Z;48.591705,3.609431;10775;264;302
2019-05-11T09:06:58Z;48.599651,3.591156;10600;263;303
2019-05-11T09:07:11Z;48.607845,3.57287;10425;261;305
2019-05-11T09:07:18Z;48.614548,3.562528;10300;260;315
2019-05-11T09:07:29Z;48.624161,3.551894;10125;257;326
2019-05-11T09:07:36Z;48.633087,3.543725;9975;255;329
2019-05-11T09:07:43Z;48.63908,3.538393;9900;254;329
2019-05-11T09:07:50Z;48.645813,3.532386;9775;254;329
2019-05-11T09:08:06Z;48.663151,3.516637;9500;252;328
2019-05-11T09:08:19Z;48.675751,3.505061;9275;251;328
2019-05-11T09:08:32Z;48.687653,3.494145;9075;250;328
2019-05-11T09:08:43Z;48.699051,3.485131;8875;247;335
2019-05-11T09:08:49Z;48.706581,3.48057;8775;244;338
2019-05-11T09:08:56Z;48.712784,3.477103;8675;240;339
2019-05-11T09:09:10Z;48.72781,3.468644;8425;234;339
2019-05-11T09:09:24Z;48.742054,3.460187;8175;231;338
2019-05-11T09:09:37Z;48.754253,3.452887;7975;224;338
2019-05-11T09:09:50Z;48.766159,3.445693;7775;220;338
2019-05-11T09:10:01Z;48.776691,3.439227;7575;216;338
2019-05-11T09:10:13Z;48.786884,3.433011;7400;214;337
2019-05-11T09:10:28Z;48.801773,3.423861;7125;211;337
2019-05-11T09:10:40Z;48.811932,3.417543;6950;210;337
2019-05-11T09:10:51Z;48.821705,3.411472;6750;210;337
2019-05-11T09:11:04Z;48.834137,3.403593;6550;211;337
2019-05-11T09:11:16Z;48.845032,3.396677;6325;211;337
2019-05-11T09:11:29Z;48.855835,3.389775;6125;211;337
2019-05-11T09:11:40Z;48.866776,3.382733;5925;211;336
2019-05-11T09:11:53Z;48.877075,3.376113;5750;211;336
2019-05-11T09:12:05Z;48.888748,3.368577;5525;211;336
2019-05-11T09:12:16Z;48.89917,3.361672;5325;209;336
2019-05-11T09:12:28Z;48.909805,3.354422;5125;207;335
2019-05-11T09:12:40Z;48.920151,3.347379;4975;203;335
2019-05-11T09:12:47Z;48.925377,3.343819;4975;203;335
2019-05-11T09:12:59Z;48.935341,3.337025;4950;205;335
2019-05-11T09:13:05Z;48.940704,3.33266;4925;208;329
2019-05-11T09:13:12Z;48.945419,3.326463;4875;212;315
2019-05-11T09:13:20Z;48.950592,3.315758;4775;217;303
2019-05-11T09:13:26Z;48.953842,3.308082;4675;216;302
2019-05-11T09:13:32Z;48.95657,3.301464;4575;216;302
2019-05-11T09:13:44Z;48.963505,3.28484;4300;216;302
2019-05-11T09:13:55Z;48.969864,3.269841;4050;218;303
2019-05-11T09:14:03Z;48.973328,3.261711;4000;216;302
2019-05-11T09:14:13Z;48.979614,3.247023;3950;218;303
2019-05-11T09:14:20Z;48.98259,3.239981;3950;218;303
2019-05-11T09:14:26Z;48.986408,3.231209;3950;218;303
2019-05-11T09:14:32Z;48.989388,3.224198;3950;218;303
2019-05-11T09:14:38Z;48.993343,3.215019;3925;218;303
2019-05-11T09:14:44Z;48.996552,3.207585;3950;218;303
2019-05-11T09:14:51Z;48.999813,3.199985;3950;218;303
2019-05-11T09:15:02Z;49.006393,3.184838;3925;217;303
2019-05-11T09:15:09Z;49.009918,3.176639;3950;217;303
2019-05-11T09:15:21Z;49.016006,3.161316;3925;220;297
2019-05-11T09:15:27Z;49.01825,3.151668;3950;225;287
2019-05-11T09:15:34Z;49.019852,3.138921;3950;229;278
2019-05-11T09:15:41Z;49.020298,3.12814;3950;232;272
2019-05-11T09:15:47Z;49.020206,3.118527;3950;234;268
2019-05-11T09:15:54Z;49.019924,3.107974;3950;236;267
2019-05-11T09:16:02Z;49.019321,3.093374;3925;237;266
2019-05-11T09:16:11Z;49.01889,3.079482;3925;237;267
2019-05-11T09:16:20Z;49.018482,3.06468;3925;237;267
2019-05-11T09:16:26Z;49.018063,3.053982;3925;238;265
2019-05-11T09:16:32Z;49.017365,3.043357;3925;239;264
2019-05-11T09:16:44Z;49.016144,3.023846;3925;238;265
2019-05-11T09:16:50Z;49.01569,3.013579;3925;238;266
2019-05-11T09:17:02Z;49.014862,2.992859;3925;237;266
2019-05-11T09:17:15Z;49.014011,2.973175;3925;237;265
2019-05-11T09:17:27Z;49.012848,2.952576;3925;237;265
2019-05-11T09:17:33Z;49.012337,2.943179;3925;237;265
2019-05-11T09:17:45Z;49.011337,2.922997;3900;234;265
2019-05-11T09:17:51Z;49.010849,2.913184;3900;228;265
2019-05-11T09:18:02Z;49.009872,2.895109;3925;211;265
2019-05-11T09:18:08Z;49.009415,2.887362;3900;204;264
2019-05-11T09:18:14Z;49.008987,2.879358;3925;198;265
2019-05-11T09:18:20Z;49.008499,2.870883;3850;190;265
2019-05-11T09:18:26Z;49.008102,2.862372;3700;191;265
2019-05-11T09:18:32Z;49.007729,2.854277;3550;192;266
2019-05-11T09:18:39Z;49.007404,2.845748;3400;193;266
2019-05-11T09:18:45Z;49.00708,2.837642;3325;191;266
2019-05-11T09:18:57Z;49.006256,2.821796;3125;180;265
2019-05-11T09:19:03Z;49.005844,2.814331;3050;175;265
2019-05-11T09:19:09Z;49.005493,2.807151;2950;173;265
2019-05-11T09:19:15Z;49.005123,2.799634;2825;172;265
2019-05-11T09:19:26Z;49.004379,2.786161;2625;170;265
2019-05-11T09:19:33Z;49.004005,2.778674;2550;167;265
2019-05-11T09:19:44Z;49.003353,2.764652;2375;163;266
2019-05-11T09:19:51Z;49.003025,2.757785;2275;162;265
2019-05-11T09:20:02Z;49.002274,2.744892;2100;159;264
2019-05-11T09:20:08Z;49.001862,2.738342;2025;156;264
2019-05-11T09:20:15Z;49.001404,2.7313;1925;153;264
2019-05-11T09:20:27Z;49.000931,2.719767;1825;140;267
2019-05-11T09:20:36Z;49.000515,2.710515;1700;129;265
2019-05-11T09:20:45Z;49.000076,2.702707;1575;127;265
2019-05-11T09:20:56Z;48.999619,2.692636;1450;123;265
2019-05-11T09:21:02Z;48.999344,2.687143;1375;122;265
2019-05-11T09:21:08Z;48.999115,2.682495;1325;122;265
2019-05-11T09:21:15Z;48.998791,2.676978;1250;121;265
2019-05-11T09:21:28Z;48.998245,2.666509;1125;121;265
2019-05-11T09:21:42Z;48.997513,2.654114;975;120;265
2019-05-11T09:21:55Z;48.997021,2.643657;825;120;265
2019-05-11T09:22:06Z;48.996506,2.633409;700;118;266
2019-05-11T09:22:12Z;48.996277,2.628696;650;121;265
2019-05-11T09:22:18Z;48.995956,2.623408;575;120;265
2019-05-11T09:22:24Z;48.99572,2.619155;500;120;264
2019-05-11T09:22:51Z;48.994553,2.596532;200;118;265
2019-05-11T09:23:16Z;48.993759,2.581259;0;63;264
2019-05-11T09:23:22Z;48.993633,2.578986;0;58;264
2019-05-11T09:23:31Z;48.993473,2.576118;0;42;264
2019-05-11T09:24:41Z;48.99715,2.566139;0;19;357
2019-05-11T09:25:17Z;48.999268,2.567349;0;16;87
2019-05-11T09:25:35Z;48.99939,2.569885;0;23;87
2019-05-11T09:25:41Z;48.999454,2.570945;0;25;84
2019-05-11T09:25:58Z;48.999607,2.573945;0;28;87
2019-05-11T09:26:12Z;48.999767,2.576875;0;31;84
2019-05-11T09:26:21Z;48.999874,2.578932;0;33;87
2019-05-11T09:26:37Z;49.000046,2.582167;0;23;84
2019-05-11T09:26:45Z;49.000118,2.582944;0;30;70
2019-05-11T09:27:01Z;49.000793,2.583287;0;18;8
2019-05-11T09:27:07Z;49.000889,2.583565;0;23;87
2019-05-11T09:27:13Z;49.000854,2.583865;0;18;104
2019-05-11T09:27:21Z;49.000877,2.584182;0;17;87
2019-05-11T09:27:37Z;49.000076,2.582756;0;10;84
