UTC;Position;Altitude;Speed;Direction
2019-05-10T10:54:39Z;45.661972,8.726303;1975;183;356
2019-05-10T10:54:49Z;45.67049,8.725822;2450;182;358
2019-05-10T10:55:11Z;45.689159,8.726234;3100;185;1
2019-05-10T10:55:21Z;45.697083,8.726293;3375;188;359
2019-05-10T10:55:31Z;45.705872,8.726159;3650;189;359
2019-05-10T10:55:38Z;45.712646,8.724752;3875;190;349
2019-05-10T10:55:48Z;45.719513,8.719986;4100;190;336
2019-05-10T10:55:59Z;45.72617,8.708038;4250;196;299
2019-05-10T10:56:07Z;45.727566,8.696846;4375;201;273
2019-05-10T10:56:15Z;45.727112,8.687171;4475;208;266
2019-05-10T10:56:25Z;45.725239,8.670616;4700;226;259
2019-05-10T10:56:31Z;45.72377,8.661045;4850;234;257
2019-05-10T10:56:43Z;45.72142,8.646652;5150;242;257
2019-05-10T10:56:54Z;45.718582,8.627083;5725;244;258
2019-05-10T10:57:06Z;45.715649,8.608337;6300;241;254
2019-05-10T10:57:14Z;45.711502,8.595127;6675;244;242
2019-05-10T10:57:24Z;45.705917,8.582039;7025;251;238
2019-05-10T10:57:31Z;45.700935,8.570572;7175;261;238
2019-05-10T10:57:38Z;45.696213,8.559823;7375;268;238
2019-05-10T10:57:50Z;45.688797,8.542875;7875;272;238
2019-05-10T10:58:01Z;45.680828,8.524704;8525;271;237
2019-05-10T10:58:14Z;45.672363,8.505294;9025;276;237
2019-05-10T10:58:28Z;45.663757,8.486001;9575;279;237
2019-05-10T10:58:40Z;45.653408,8.4627;10275;282;237
2019-05-10T10:58:54Z;45.64563,8.445338;10900;279;237
2019-05-10T10:59:07Z;45.636509,8.425003;11325;287;237
2019-05-10T10:59:16Z;45.627293,8.405571;11625;297;234
2019-05-10T10:59:28Z;45.616959,8.38765;12200;302;229
2019-05-10T10:59:55Z;45.594269,8.345523;13550;301;240
2019-05-10T11:00:04Z;45.591614,8.334001;13750;299;254
2019-05-10T11:00:29Z;45.598892,8.283357;14900;287;290
2019-05-10T11:01:05Z;45.613094,8.21846;16375;292;286
2019-05-10T11:01:40Z;45.627548,8.152325;17675;304;289
2019-05-10T11:01:50Z;45.634415,8.135242;18025;304;302
2019-05-10T11:01:58Z;45.641647,8.122313;18325;305;308
2019-05-10T11:02:05Z;45.647774,8.112373;18550;305;310
2019-05-10T11:02:14Z;45.656944,8.097542;18775;312;311
2019-05-10T11:03:14Z;45.715275,7.995781;20175;345;308
2019-05-10T11:04:21Z;45.784031,7.874039;22275;358;308
2019-05-10T11:05:23Z;45.847622,7.761086;24350;361;308
2019-05-10T11:06:25Z;45.913635,7.643394;25975;364;308
2019-05-10T11:07:28Z;45.980347,7.524094;27100;371;308
2019-05-10T11:08:33Z;46.051243,7.406021;28700;373;311
2019-05-10T11:09:34Z;46.124424,7.286819;29975;380;311
2019-05-10T11:10:34Z;46.193665,7.17367;31475;376;311
2019-05-10T11:11:37Z;46.266632,7.054027;32900;372;311
2019-05-10T11:12:41Z;46.337959,6.936493;34250;365;311
2019-05-10T11:14:00Z;46.424454,6.79319;35200;369;311
2019-05-10T11:15:04Z;46.498657,6.6698;35950;370;310
2019-05-10T11:16:06Z;46.567741,6.554237;36000;375;310
2019-05-10T11:17:07Z;46.637878,6.436648;36000;382;310
2019-05-10T11:18:09Z;46.707962,6.318613;36000;380;310
2019-05-10T11:19:07Z;46.776443,6.20272;36000;379;310
2019-05-10T11:19:31Z;46.802597,6.158318;36000;379;310
2019-05-10T11:20:57Z;46.901241,5.990225;36000;383;310
2019-05-10T11:22:02Z;46.989716,5.877068;36000;396;325
2019-05-10T11:23:05Z;47.092522,5.79388;36000;402;332
2019-05-10T11:24:07Z;47.19548,5.714264;36000;402;332
2019-05-10T11:25:11Z;47.300629,5.63269;36000;401;332
2019-05-10T11:26:12Z;47.399414,5.553314;36000;398;327
2019-05-10T11:27:16Z;47.493988,5.450935;36000;394;323
2019-05-10T11:28:20Z;47.588024,5.347102;36000;395;323
2019-05-10T11:29:21Z;47.677689,5.247345;36000;397;322
2019-05-10T11:30:24Z;47.770744,5.143433;36000;397;322
2019-05-10T11:31:29Z;47.865189,5.037437;36000;397;322
2019-05-10T11:32:31Z;47.952389,4.939129;36000;399;322
2019-05-10T11:33:34Z;48.047882,4.831032;36000;402;322
2019-05-10T11:34:37Z;48.143005,4.722816;36000;401;322
2019-05-10T11:35:47Z;48.241989,4.609632;36000;403;322
2019-05-10T11:36:52Z;48.3391,4.498034;36000;404;322
2019-05-10T11:37:57Z;48.439041,4.382629;36000;406;322
2019-05-10T11:39:01Z;48.533176,4.273393;36000;407;322
2019-05-10T11:40:00Z;48.621689,4.170086;36000;407;322
2019-05-10T11:40:46Z;48.690308,4.089731;36000;408;322
2019-05-10T11:42:17Z;48.825943,3.930359;36000;410;322
2019-05-10T11:43:21Z;48.922394,3.815988;36000;410;321
2019-05-10T11:44:24Z;49.01619,3.704435;36000;411;321
2019-05-10T11:45:29Z;49.112473,3.589277;36000;412;321
2019-05-10T11:46:31Z;49.206924,3.475655;36000;413;321
