UTC;Position;Altitude;Speed;Direction
2019-05-11T03:29:12Z;49.505199,-45.876743;38000;480;83
2019-05-11T03:30:17Z;49.523563,-45.668072;38000;480;82
2019-05-11T03:31:14Z;49.546917,-45.480968;38000;480;74
2019-05-11T03:32:14Z;49.567574,-45.272739;38000;480;83
2019-05-11T03:33:16Z;49.587105,-45.05648;38000;480;82
2019-05-11T03:34:17Z;49.6045,-44.856613;38000;480;81
2019-05-11T03:35:16Z;49.628277,-44.655277;38000;480;76
2019-05-11T03:36:14Z;49.648872,-44.459072;38000;480;82
2019-05-11T03:37:16Z;49.668346,-44.246899;38000;480;83
2019-05-11T03:38:18Z;49.686741,-44.033157;38000;480;82
2019-05-11T03:39:20Z;49.703918,-43.816326;38000;480;83
2019-05-11T03:40:19Z;49.727356,-43.616169;38000;480;75
2019-05-11T03:41:19Z;49.740829,-43.406616;38000;480;89
2019-05-11T03:42:20Z;49.754868,-43.19883;38000;480;82
2019-05-11T03:43:22Z;49.769814,-42.997723;38000;480;81
2019-05-11T03:44:21Z;49.784447,-42.800522;38000;480;83
2019-05-11T03:45:23Z;49.807446,-42.595993;38000;480;76
2019-05-11T03:46:26Z;49.821751,-42.383015;38000;480;89
2019-05-11T03:47:25Z;49.835598,-42.178947;38000;480;83
2019-05-11T03:48:56Z;49.863281,-41.824558;38000;480;81
2019-05-11T03:49:56Z;49.881985,-41.584068;38000;480;83
2019-05-11T03:50:58Z;49.899868,-41.352974;38000;480;83
2019-05-11T03:51:56Z;49.909004,-41.143635;38000;480;89
2019-05-11T03:52:58Z;49.921333,-40.91658;38000;480;83
2019-05-11T03:54:00Z;49.942677,-40.708805;38000;480;75
2019-05-11T03:55:07Z;49.955494,-40.492119;38000;480;89
2019-05-11T03:56:06Z;49.968281,-40.310234;38000;480;81
2019-05-11T03:57:07Z;49.975342,-40.09877;38000;480;89
2019-05-11T03:58:08Z;49.993496,-39.894638;38000;480;75
2019-05-11T03:59:08Z;50.011501,-39.706078;38000;480;81
2019-05-11T04:00:08Z;50.037731,-39.51033;38000;480;75
2019-05-11T04:01:10Z;50.061626,-39.302326;38000;480;83
2019-05-11T04:02:14Z;50.090836,-39.097797;38000;480;75
2019-05-11T04:03:13Z;50.122726,-38.900658;38000;480;75
2019-05-11T04:04:13Z;50.148491,-38.697689;38000;480;83
2019-05-11T04:05:16Z;50.178684,-38.488953;38000;480;75
2019-05-11T04:06:14Z;50.209785,-38.292149;38000;480;75
2019-05-11T04:07:15Z;50.235878,-38.08741;38000;480;82
2019-05-11T04:08:15Z;50.25779,-37.871216;38000;480;83
2019-05-11T04:10:18Z;50.314083,-37.461891;38000;480;75
2019-05-11T04:11:18Z;50.33672,-37.256702;38000;480;83
2019-05-11T04:12:25Z;50.357952,-37.047771;38000;480;81
2019-05-11T04:13:18Z;50.38068,-36.863819;38000;480;76
2019-05-11T04:14:20Z;50.411438,-36.63998;38000;480;76
2019-05-11T04:54:24Z;51.283947,-27.672009;38000;560;80
2019-05-11T04:55:24Z;51.311802,-27.428646;38000;560;77
2019-05-11T05:46:05Z;51.912827,-14.768295;39000;535;121
2019-05-11T05:47:06Z;51.834801,-14.561691;39000;533;121
2019-05-11T05:48:07Z;51.756088,-14.355123;39000;532;121
2019-05-11T05:49:08Z;51.677219,-14.149933;39000;532;121
2019-05-11T05:50:13Z;51.592621,-13.931778;39000;531;121
2019-05-11T05:51:15Z;51.511963,-13.725487;39000;530;122
2019-05-11T05:52:17Z;51.432308,-13.523178;39000;531;122
2019-05-11T05:53:16Z;51.352425,-13.322067;39000;530;122
2019-05-11T05:54:19Z;51.27095,-13.118492;39000;540;122
2019-05-11T05:55:19Z;51.189026,-12.915421;39000;540;122
2019-05-11T05:56:21Z;51.106064,-12.711256;39000;538;122
2019-05-11T05:57:24Z;51.018459,-12.497482;39000;536;123
2019-05-11T05:58:31Z;50.927673,-12.27789;39000;538;123
2019-05-11T05:59:33Z;50.844681,-12.078552;39000;539;123
2019-05-11T06:00:32Z;50.761444,-11.880493;39000;540;123
2019-05-11T06:01:38Z;50.669689,-11.66362;39000;540;123
2019-05-11T06:02:39Z;50.585129,-11.46539;39000;539;123
2019-05-11T06:03:41Z;50.500717,-11.268937;39000;538;124
2019-05-11T06:04:40Z;50.418217,-11.071101;39000;538;118
2019-05-11T06:05:46Z;50.351833,-10.836677;39000;538;112
2019-05-11T06:06:47Z;50.294804,-10.620216;39000;538;112
2019-05-11T06:07:53Z;50.232239,-10.384901;39000;534;112
2019-05-11T06:08:53Z;50.174702,-10.170148;39000;536;112
2019-05-11T06:09:54Z;50.116516,-9.955493;39000;537;112
2019-05-11T06:10:59Z;50.05278,-9.722084;39000;539;113
2019-05-11T06:11:59Z;49.993195,-9.506065;39000;536;113
2019-05-11T06:13:05Z;49.928879,-9.275135;39000;534;113
2019-05-11T06:14:06Z;49.8689,-9.061939;39000;535;113
2019-05-11T06:15:06Z;49.808754,-8.850007;39000;534;113
2019-05-11T06:15:51Z;49.764713,-8.695975;39000;533;113
2019-05-11T06:17:21Z;49.674362,-8.383002;39000;531;114
2019-05-11T06:18:27Z;49.608299,-8.15668;39000;533;114
2019-05-11T06:19:27Z;49.547222,-7.949276;39000;533;114
2019-05-11T06:20:32Z;49.480362,-7.724401;39000;531;114
2019-05-11T06:21:37Z;49.413162,-7.500493;39000;531;114
2019-05-11T06:22:38Z;49.345322,-7.299711;39000;533;119
2019-05-11T06:23:44Z;49.264977,-7.086688;39000;532;120
2019-05-11T06:24:47Z;49.185059,-6.876385;39000;531;120
2019-05-11T06:25:49Z;49.109261,-6.678314;39000;531;120
2019-05-11T06:26:54Z;49.028229,-6.468271;39000;532;120
2019-05-11T06:27:59Z;48.946381,-6.257911;39000;533;120
2019-05-11T06:29:03Z;48.866165,-6.053178;39000;533;120
2019-05-11T06:30:04Z;48.788002,-5.855351;39000;531;120
2019-05-11T06:31:11Z;48.704765,-5.646322;39000;534;121
2019-05-11T06:32:15Z;48.621231,-5.438092;39000;532;121
2019-05-11T06:33:20Z;48.538017,-5.232239;39000;534;121
2019-05-11T06:34:27Z;48.452965,-5.023499;39000;535;121
2019-05-11T06:35:30Z;48.370926,-4.823632;39000;535;121
2019-05-11T06:36:32Z;48.289948,-4.62785;39000;532;121
2019-05-11T06:37:38Z;48.204208,-4.422068;39000;533;122
2019-05-11T06:38:42Z;48.119339,-4.219849;39000;533;122
2019-05-11T06:39:43Z;48.039139,-4.030266;39000;530;122
2019-05-11T06:40:49Z;47.955414,-3.828667;39000;529;118
2019-05-11T06:41:55Z;47.881989,-3.618073;39000;530;117
2019-05-11T06:42:58Z;47.810577,-3.414894;39000;531;117
2019-05-11T06:43:59Z;47.739132,-3.213149;39000;532;117
2019-05-11T06:45:02Z;47.666092,-3.008634;39000;531;117
2019-05-11T06:46:05Z;47.595016,-2.810989;39000;528;118
2019-05-11T06:47:07Z;47.523972,-2.615089;39000;528;118
2019-05-11T06:48:10Z;47.450417,-2.413612;39000;528;118
2019-05-11T06:49:11Z;47.377075,-2.214294;39000;529;118
2019-05-11T06:50:16Z;47.303032,-2.014653;39000;530;118
2019-05-11T06:51:18Z;47.228268,-1.816054;39000;527;119
2019-05-11T06:52:21Z;47.153687,-1.617874;39000;526;118
2019-05-11T06:53:26Z;47.080605,-1.42118;39000;527;118
2019-05-11T06:54:28Z;47.00679,-1.222298;39000;529;118
2019-05-11T06:55:28Z;46.936111,-1.032715;39000;527;118
2019-05-11T06:56:31Z;46.862228,-0.837021;39000;524;118
2019-05-11T06:57:34Z;46.790726,-0.646408;39000;522;118
2019-05-11T06:58:38Z;46.715496,-0.448105;39000;524;118
2019-05-11T06:59:41Z;46.641953,-0.255432;39000;522;120
2019-05-11T07:00:26Z;46.593948,-0.112816;39000;525;109
2019-05-11T07:00:34Z;46.587296,-0.083067;39000;526;106
2019-05-11T07:01:38Z;46.5504,0.135922;39000;527;103
2019-05-11T07:02:41Z;46.514019,0.353622;39000;528;103
2019-05-11T07:03:43Z;46.477615,0.569212;39000;528;103
2019-05-11T07:04:44Z;46.442093,0.776948;39000;530;103
2019-05-11T07:05:48Z;46.404854,0.991791;39000;528;104
2019-05-11T07:06:50Z;46.366974,1.208362;39000;526;104
2019-05-11T07:07:53Z;46.328568,1.425007;39000;525;104
2019-05-11T07:08:57Z;46.289917,1.640327;39000;528;104
2019-05-11T07:10:00Z;46.251846,1.850124;39000;529;104
2019-05-11T07:11:03Z;46.212452,2.0644;39000;527;104
2019-05-11T07:12:02Z;46.173767,2.272659;38675;524;105
2019-05-11T07:13:06Z;46.133331,2.487934;37650;532;105
2019-05-11T07:14:11Z;46.092041,2.70545;37000;531;105
2019-05-11T07:15:12Z;46.05098,2.919148;37000;537;105
2019-05-11T07:16:15Z;46.009018,3.134949;37025;533;105
2019-05-11T07:17:18Z;45.966064,3.351835;37000;535;107
2019-05-11T07:18:22Z;45.911957,3.560441;37000;530;110
2019-05-11T07:19:27Z;45.854828,3.777019;36975;530;110
2019-05-11T07:20:29Z;45.79985,3.983549;35150;536;111
2019-05-11T07:21:29Z;45.746933,4.180901;32925;519;111
2019-05-11T07:22:32Z;45.692047,4.383614;31825;527;111
2019-05-11T07:23:35Z;45.636017,4.588936;31025;528;111
2019-05-11T07:24:42Z;45.577057,4.803102;31000;526;111
2019-05-11T07:25:45Z;45.520981,5.005123;31000;517;111
2019-05-11T07:26:49Z;45.464729,5.205979;31000;518;111
2019-05-11T07:27:50Z;45.409744,5.400761;31000;516;111
2019-05-11T07:28:57Z;45.349274,5.613098;29925;527;112
2019-05-11T07:29:57Z;45.293335,5.807909;28975;537;112
2019-05-11T07:31:02Z;45.235508,6.016019;27900;538;107
2019-05-11T07:32:03Z;45.190201,6.223886;27000;523;107
2019-05-11T07:33:07Z;45.14608,6.423853;27000;518;107
2019-05-11T07:34:08Z;45.100479,6.628876;27000;519;107
2019-05-11T07:35:12Z;45.054977,6.831553;26025;495;107
2019-05-11T07:36:17Z;45.011902,7.021833;25025;478;107
2019-05-11T07:37:15Z;44.97757,7.202911;24875;485;97
2019-05-11T07:37:22Z;44.976288,7.222857;24700;485;94
2019-05-11T07:37:29Z;44.975601,7.241364;24425;485;92
2019-05-11T07:38:31Z;44.970299,7.437744;22975;469;92
2019-05-11T07:39:34Z;44.964432,7.630136;20850;457;92
2019-05-11T07:40:34Z;44.961731,7.806636;19750;445;80
2019-05-11T07:40:44Z;44.966808,7.829835;19500;441;69
2019-05-11T07:40:51Z;44.975052,7.852805;19250;434;60
2019-05-11T07:40:58Z;44.981232,7.868107;19000;433;60
2019-05-11T07:41:04Z;44.987,7.882625;18775;432;60
